entity_id,route,origin,destination,delay_rate,weather_risk,supplier_reliability,timestamp,region,risk_score,risk_level
E0200,HAM-JKT,Hamburg,Jakarta,77.75,65.01,94.04,2026-01-09T08:00:00,APAC,49.60985509350142,Medium
E0201,HAM-JKT,Hamburg,Jakarta,68.92,3.35,71.97,2026-01-09T09:00:00,APAC,43.628072573617665,Medium
E0202,SGP-SZX,Singapore,Shenzhen,9.66,6.37,79.63,2026-01-09T10:00:00,unknown,24.64339639091451,Low
E0203,SHA-HKG,Shanghai,Hong Kong,7.97,82.34,91.19,2026-01-09T11:00:00,EMEA,33.08811779303514,Medium
E0204,MUM-DXB,Mumbai,Dubai,39.42,63.39,43.87,2026-01-09T12:00:00,APAC,45.835462538268764,Medium
E0205,SGP-SZX,Singapore,Shenzhen,39.56,12.71,1.58,2026-01-09T13:00:00,APAC,41.83754431562303,Medium
E0206,HAM-JKT,Hamburg,Jakarta,62.22,75.84,58.98,2026-01-09T14:00:00,APAC,54.436840449982824,Medium
E0207,HAM-JKT,Hamburg,Jakarta,84.98,36.41,50.78,2026-01-09T15:00:00,LATAM,53.127833266797815,Medium
E0208,RTM-NYC,Rotterdam,New York,78.9,30.83,9.56,2026-01-09T16:00:00,LATAM,68.09738010419287,Medium
E0209,MUM-DXB,Mumbai,Dubai,38.76,82.39,4.05,2026-01-09T17:00:00,LATAM,59.97848756942796,Medium
E0210,LAX-SIN,Los Angeles,Singapore,53.81,14.5,39.71,2026-01-09T18:00:00,APAC,45.125948974309495,Medium
E0211,SHA-HKG,Shanghai,Hong Kong,30.2,63.77,30.51,2026-01-09T19:00:00,LATAM,54.298936534643296,Medium
E0212,HAM-JKT,Hamburg,Jakarta,65.15,95.78,2.1,2026-01-09T20:00:00,APAC,79.93924913831353,High
E0213,SHA-HKG,Shanghai,Hong Kong,15.0,5.14,57.7,2026-01-09T21:00:00,LATAM,20.106634774900865,Low
E0214,MUM-DXB,Mumbai,Dubai,54.18,94.75,31.16,2026-01-09T22:00:00,LATAM,71.92236789273393,High
E0215,HAM-JKT,Hamburg,Jakarta,74.4,72.87,21.96,2026-01-09T23:00:00,unknown,74.49860694423703,High
E0216,HAM-JKT,Hamburg,Jakarta,85.29,15.1,19.22,2026-01-10T00:00:00,APAC,64.90626005873312,Medium
E0217,SHA-HKG,Shanghai,Hong Kong,83.64,20.24,18.95,2026-01-10T01:00:00,APAC,56.56236627335969,Medium
E0218,SHA-HKG,Shanghai,Hong Kong,85.37,85.29,93.3,2026-01-10T02:00:00,LATAM,54.733307054755166,Medium
E0219,SHA-HKG,Shanghai,Hong Kong,46.67,55.42,29.77,2026-01-10T03:00:00,unknown,61.66043826509761,Medium
E0220,SGP-SZX,Singapore,Shenzhen,25.82,20.54,58.48,2026-01-10T04:00:00,EMEA,30.51567290737411,Medium
E0221,RTM-NYC,Rotterdam,New York,36.36,67.46,24.22,2026-01-10T05:00:00,APAC,53.0502303767141,Medium
E0222,RTM-NYC,Rotterdam,New York,62.33,90.11,32.46,2026-01-10T06:00:00,unknown,68.55676068027299,Medium
E0223,MUM-DXB,Mumbai,Dubai,33.51,66.28,69.65,2026-01-10T07:00:00,unknown,45.82896319145373,Medium
E0224,LAX-SIN,Los Angeles,Singapore,56.99,37.08,32.32,2026-01-10T08:00:00,APAC,60.470848855704546,Medium
E0225,MUM-DXB,Mumbai,Dubai,17.7,32.01,78.78,2026-01-10T09:00:00,LATAM,23.799193403230824,Low
E0226,HAM-JKT,Hamburg,Jakarta,74.24,44.18,84.17,2026-01-10T10:00:00,APAC,54.8586264396804,Medium
E0227,LAX-SIN,Los Angeles,Singapore,68.28,33.82,48.52,2026-01-10T11:00:00,APAC,45.59589237079384,Medium
E0228,MUM-DXB,Mumbai,Dubai,36.52,31.24,55.62,2026-01-10T12:00:00,LATAM,40.01497063490237,Medium
E0229,LAX-SIN,Los Angeles,Singapore,64.91,9.12,28.78,2026-01-10T13:00:00,APAC,52.313126675216274,Medium
E0230,LAX-SIN,Los Angeles,Singapore,89.24,20.45,73.62,2026-01-10T14:00:00,APAC,44.52996105626129,Medium
E0231,HAM-JKT,Hamburg,Jakarta,8.57,8.46,2.84,2026-01-10T15:00:00,unknown,31.50959395595869,Medium
E0232,SHA-HKG,Shanghai,Hong Kong,63.53,81.45,58.31,2026-01-10T16:00:00,unknown,59.307214789744556,Medium
E0233,SHA-HKG,Shanghai,Hong Kong,22.06,4.63,26.8,2026-01-10T17:00:00,LATAM,41.671978682147724,Medium
E0234,SHA-HKG,Shanghai,Hong Kong,47.74,77.74,37.22,2026-01-10T18:00:00,APAC,60.77963829851559,Medium
E0235,LAX-SIN,Los Angeles,Singapore,89.25,59.37,85.86,2026-01-10T19:00:00,APAC,63.61034832400316,Medium
E0236,LAX-SIN,Los Angeles,Singapore,47.01,51.53,40.28,2026-01-10T20:00:00,unknown,56.331413734194555,Medium
E0237,SHA-HKG,Shanghai,Hong Kong,2.05,24.65,96.44,2026-01-10T21:00:00,unknown,14.780724023329373,Low
E0238,SHA-HKG,Shanghai,Hong Kong,68.73,75.96,14.9,2026-01-10T22:00:00,APAC,76.09195173878281,High
E0239,LAX-SIN,Los Angeles,Singapore,18.74,94.92,66.28,2026-01-10T23:00:00,EMEA,38.986551759654816,Medium
E0240,LAX-SIN,Los Angeles,Singapore,73.86,48.87,36.52,2026-01-11T00:00:00,unknown,55.575659951486024,Medium
E0241,LAX-SIN,Los Angeles,Singapore,76.39,23.94,27.17,2026-01-11T01:00:00,EMEA,63.37042922324105,Medium
E0242,LAX-SIN,Los Angeles,Singapore,5.24,21.47,90.86,2026-01-11T02:00:00,APAC,21.438756324877424,Low
E0243,RTM-NYC,Rotterdam,New York,39.42,91.87,88.27,2026-01-11T03:00:00,unknown,43.186611129496505,Medium
E0244,SGP-SZX,Singapore,Shenzhen,98.08,33.08,70.67,2026-01-11T04:00:00,LATAM,57.8920438589858,Medium
E0245,SHA-HKG,Shanghai,Hong Kong,63.72,28.08,74.45,2026-01-11T05:00:00,unknown,44.79973731050016,Medium
E0246,SHA-HKG,Shanghai,Hong Kong,54.89,18.21,65.71,2026-01-11T06:00:00,unknown,45.35258430664017,Medium
E0247,RTM-NYC,Rotterdam,New York,59.18,89.92,8.71,2026-01-11T07:00:00,LATAM,75.06210736008089,High
E0248,RTM-NYC,Rotterdam,New York,38.26,90.82,52.12,2026-01-11T08:00:00,LATAM,54.2545735391052,Medium
E0249,RTM-NYC,Rotterdam,New York,81.91,35.16,79.47,2026-01-11T09:00:00,EMEA,48.20376065110774,Medium
E0250,SHA-HKG,Shanghai,Hong Kong,1.65,88.32,44.55,2026-01-11T10:00:00,APAC,42.90823129560265,Medium
E0251,LAX-SIN,Los Angeles,Singapore,8.63,64.7,21.94,2026-01-11T11:00:00,LATAM,48.48946538369962,Medium
E0252,LAX-SIN,Los Angeles,Singapore,16.58,60.6,81.88,2026-01-11T12:00:00,LATAM,38.495359476284875,Medium
E0253,HAM-JKT,Hamburg,Jakarta,23.8,81.31,72.31,2026-01-11T13:00:00,APAC,42.388453231144496,Medium
E0254,MUM-DXB,Mumbai,Dubai,67.85,48.42,59.49,2026-01-11T14:00:00,EMEA,49.69759344427036,Medium
E0255,HAM-JKT,Hamburg,Jakarta,83.5,3.22,5.27,2026-01-11T15:00:00,unknown,57.262435444963714,Medium
E0256,SHA-HKG,Shanghai,Hong Kong,59.64,14.34,51.75,2026-01-11T16:00:00,unknown,47.711714203651695,Medium
E0257,SHA-HKG,Shanghai,Hong Kong,15.54,17.47,92.32,2026-01-11T17:00:00,APAC,23.97503145135866,Low
E0258,SHA-HKG,Shanghai,Hong Kong,95.87,60.34,56.8,2026-01-11T18:00:00,unknown,61.01867119781187,Medium
E0259,SGP-SZX,Singapore,Shenzhen,87.97,73.07,82.31,2026-01-11T19:00:00,EMEA,54.47788285432767,Medium
E0260,SGP-SZX,Singapore,Shenzhen,22.44,61.05,47.67,2026-01-11T20:00:00,APAC,45.115504956346776,Medium
E0261,MUM-DXB,Mumbai,Dubai,17.89,83.21,60.48,2026-01-11T21:00:00,EMEA,39.13659866289048,Medium
E0262,SHA-HKG,Shanghai,Hong Kong,82.22,19.01,66.31,2026-01-11T22:00:00,LATAM,54.32196285684512,Medium
E0263,RTM-NYC,Rotterdam,New York,17.6,68.87,92.31,2026-01-11T23:00:00,unknown,29.955020108861117,Low
E0264,SHA-HKG,Shanghai,Hong Kong,59.47,23.75,39.16,2026-01-12T00:00:00,unknown,44.120078994567145,Medium
E0265,SGP-SZX,Singapore,Shenzhen,2.64,52.75,91.02,2026-01-12T01:00:00,unknown,30.171057087311752,Medium
E0266,HAM-JKT,Hamburg,Jakarta,42.56,15.81,10.53,2026-01-12T02:00:00,LATAM,43.69897584102917,Medium
E0267,MUM-DXB,Mumbai,Dubai,90.26,60.38,87.9,2026-01-12T03:00:00,EMEA,53.98180123506903,Medium
E0268,SHA-HKG,Shanghai,Hong Kong,50.83,12.63,48.74,2026-01-12T04:00:00,APAC,36.067200927880876,Medium
E0269,LAX-SIN,Los Angeles,Singapore,90.3,54.39,1.12,2026-01-12T05:00:00,EMEA,71.65485095498032,High
E0270,HAM-JKT,Hamburg,Jakarta,65.27,52.68,37.67,2026-01-12T06:00:00,APAC,51.91422024504659,Medium
E0271,SGP-SZX,Singapore,Shenzhen,70.07,43.47,93.9,2026-01-12T07:00:00,APAC,37.747931137463894,Medium
E0272,MUM-DXB,Mumbai,Dubai,79.17,38.74,59.32,2026-01-12T08:00:00,APAC,50.184122064037794,Medium
E0273,HAM-JKT,Hamburg,Jakarta,90.88,83.88,58.04,2026-01-12T09:00:00,EMEA,64.06872898940762,Medium
E0274,MUM-DXB,Mumbai,Dubai,14.25,48.24,24.02,2026-01-12T10:00:00,LATAM,44.909657241664576,Medium
E0275,SGP-SZX,Singapore,Shenzhen,29.04,87.8,41.46,2026-01-12T11:00:00,EMEA,56.95971790199259,Medium
E0276,LAX-SIN,Los Angeles,Singapore,1.54,74.62,1.7,2026-01-12T12:00:00,APAC,49.67345685248043,Medium
E0277,SHA-HKG,Shanghai,Hong Kong,12.67,1.71,65.8,2026-01-12T13:00:00,LATAM,18.18186645428074,Low
E0278,HAM-JKT,Hamburg,Jakarta,80.62,41.48,11.55,2026-01-12T14:00:00,APAC,68.26739355533346,Medium
E0279,MUM-DXB,Mumbai,Dubai,65.51,26.11,85.64,2026-01-12T15:00:00,LATAM,46.17107413351913,Medium
E0280,MUM-DXB,Mumbai,Dubai,56.9,61.58,99.19,2026-01-12T16:00:00,APAC,48.27947440233309,Medium
E0281,MUM-DXB,Mumbai,Dubai,75.74,41.91,78.6,2026-01-12T17:00:00,LATAM,42.98862593019187,Medium
E0282,MUM-DXB,Mumbai,Dubai,18.69,56.35,48.89,2026-01-12T18:00:00,unknown,36.12897614394786,Medium
E0283,RTM-NYC,Rotterdam,New York,58.19,77.65,40.41,2026-01-12T19:00:00,APAC,58.227673066565934,Medium
E0284,LAX-SIN,Los Angeles,Singapore,85.64,66.27,75.03,2026-01-12T20:00:00,unknown,56.52481363748318,Medium
E0285,MUM-DXB,Mumbai,Dubai,78.53,94.98,10.93,2026-01-12T21:00:00,LATAM,82.06648977614158,High
E0286,SHA-HKG,Shanghai,Hong Kong,40.66,34.51,55.51,2026-01-12T22:00:00,APAC,40.224936385547885,Medium
E0287,HAM-JKT,Hamburg,Jakarta,68.77,6.15,39.52,2026-01-12T23:00:00,unknown,41.465811798913904,Medium
E0288,HAM-JKT,Hamburg,Jakarta,1.52,10.02,15.39,2026-01-13T00:00:00,unknown,29.793712076893573,Low
E0289,SHA-HKG,Shanghai,Hong Kong,44.1,7.34,22.96,2026-01-13T01:00:00,unknown,44.38629423076456,Medium
E0290,SGP-SZX,Singapore,Shenzhen,61.29,72.72,93.14,2026-01-13T02:00:00,LATAM,42.87157854355574,Medium
E0291,MUM-DXB,Mumbai,Dubai,61.78,52.58,71.45,2026-01-13T03:00:00,LATAM,54.4073783068284,Medium
E0292,SHA-HKG,Shanghai,Hong Kong,6.69,77.59,18.35,2026-01-13T04:00:00,LATAM,42.930927996976564,Medium
E0293,MUM-DXB,Mumbai,Dubai,44.46,20.97,66.03,2026-01-13T05:00:00,unknown,43.16862803527093,Medium
E0294,SHA-HKG,Shanghai,Hong Kong,29.31,4.33,60.35,2026-01-13T06:00:00,LATAM,22.74019712369813,Low
E0295,SHA-HKG,Shanghai,Hong Kong,70.15,61.9,67.73,2026-01-13T07:00:00,LATAM,60.748624273966286,Medium
E0296,RTM-NYC,Rotterdam,New York,24.69,1.03,16.59,2026-01-13T08:00:00,LATAM,43.291297158914254,Medium
E0297,RTM-NYC,Rotterdam,New York,78.19,35.96,40.12,2026-01-13T09:00:00,EMEA,66.02006020879888,Medium
E0298,SHA-HKG,Shanghai,Hong Kong,20.83,2.52,70.66,2026-01-13T10:00:00,APAC,27.2858882041039,Low
E0299,SGP-SZX,Singapore,Shenzhen,55.41,72.89,56.35,2026-01-13T11:00:00,EMEA,60.220663111569934,Medium
E0300,SHA-HKG,Shanghai,Hong Kong,35.46,96.37,28.37,2026-01-13T12:00:00,EMEA,64.04824913993322,Medium
E0301,SHA-HKG,Shanghai,Hong Kong,96.34,46.02,40.99,2026-01-13T13:00:00,APAC,71.66144531867194,High
E0302,SGP-SZX,Singapore,Shenzhen,26.85,41.31,11.54,2026-01-13T14:00:00,unknown,43.85828312619721,Medium
E0303,SGP-SZX,Singapore,Shenzhen,50.81,34.66,12.58,2026-01-13T15:00:00,LATAM,56.34452053921456,Medium
E0304,SHA-HKG,Shanghai,Hong Kong,95.71,87.74,81.5,2026-01-13T16:00:00,LATAM,67.77184305285621,Medium
E0305,SHA-HKG,Shanghai,Hong Kong,25.76,44.83,38.33,2026-01-13T17:00:00,unknown,48.50458216183837,Medium
E0306,MUM-DXB,Mumbai,Dubai,77.23,75.99,96.16,2026-01-13T18:00:00,EMEA,53.929990483902735,Medium
E0307,MUM-DXB,Mumbai,Dubai,68.48,89.76,86.34,2026-01-13T19:00:00,EMEA,55.5993424415053,Medium
E0308,MUM-DXB,Mumbai,Dubai,12.51,7.69,63.73,2026-01-13T20:00:00,APAC,24.961949068556653,Low
E0309,LAX-SIN,Los Angeles,Singapore,68.01,23.76,32.26,2026-01-13T21:00:00,APAC,50.67544976251269,Medium
E0310,RTM-NYC,Rotterdam,New York,52.13,1.96,83.39,2026-01-13T22:00:00,LATAM,24.98452616430935,Low
E0311,LAX-SIN,Los Angeles,Singapore,29.44,40.49,75.13,2026-01-13T23:00:00,APAC,33.81215911035619,Medium
E0312,RTM-NYC,Rotterdam,New York,8.53,93.21,48.18,2026-01-14T00:00:00,EMEA,45.49634052892327,Medium
E0313,RTM-NYC,Rotterdam,New York,22.64,57.8,19.1,2026-01-14T01:00:00,EMEA,46.08754910793311,Medium
E0314,HAM-JKT,Hamburg,Jakarta,68.63,91.08,50.4,2026-01-14T02:00:00,unknown,64.70317715172692,Medium
E0315,LAX-SIN,Los Angeles,Singapore,24.25,24.96,27.28,2026-01-14T03:00:00,unknown,38.40338674739371,Medium
E0316,LAX-SIN,Los Angeles,Singapore,21.07,25.72,62.24,2026-01-14T04:00:00,APAC,28.156933466188182,Low
E0317,LAX-SIN,Los Angeles,Singapore,78.11,12.87,8.77,2026-01-14T05:00:00,EMEA,59.05546119590394,Medium
E0318,HAM-JKT,Hamburg,Jakarta,49.77,1.66,85.85,2026-01-14T06:00:00,APAC,31.658150181839183,Medium
E0319,SGP-SZX,Singapore,Shenzhen,84.95,37.75,32.23,2026-01-14T07:00:00,EMEA,60.56564711856928,Medium
E0320,SHA-HKG,Shanghai,Hong Kong,87.01,49.59,98.46,2026-01-14T08:00:00,unknown,57.468868900730115,Medium
E0321,SHA-HKG,Shanghai,Hong Kong,28.75,22.99,58.09,2026-01-14T09:00:00,unknown,40.032720293072664,Medium
E0322,SGP-SZX,Singapore,Shenzhen,53.05,42.89,94.03,2026-01-14T10:00:00,LATAM,37.99615642450118,Medium
E0323,SGP-SZX,Singapore,Shenzhen,50.75,39.98,68.95,2026-01-14T11:00:00,unknown,40.44541807507033,Medium
E0324,LAX-SIN,Los Angeles,Singapore,46.26,12.92,52.3,2026-01-14T12:00:00,unknown,39.37752184745005,Medium
E0325,RTM-NYC,Rotterdam,New York,69.23,2.17,21.86,2026-01-14T13:00:00,APAC,57.036407331604366,Medium
E0326,SHA-HKG,Shanghai,Hong Kong,10.97,36.8,86.32,2026-01-14T14:00:00,EMEA,26.248310108401533,Low
E0327,LAX-SIN,Los Angeles,Singapore,55.31,24.48,47.66,2026-01-14T15:00:00,EMEA,50.629377419206165,Medium
E0328,SHA-HKG,Shanghai,Hong Kong,34.97,19.21,42.97,2026-01-14T16:00:00,unknown,39.290334140986104,Medium
E0329,MUM-DXB,Mumbai,Dubai,70.37,37.86,85.58,2026-01-14T17:00:00,EMEA,47.193264439014314,Medium
E0330,RTM-NYC,Rotterdam,New York,45.62,57.57,97.95,2026-01-14T18:00:00,LATAM,35.19433421273692,Medium
E0331,HAM-JKT,Hamburg,Jakarta,23.63,10.89,27.72,2026-01-14T19:00:00,unknown,40.08639743465436,Medium
E0332,LAX-SIN,Los Angeles,Singapore,55.98,85.77,20.41,2026-01-14T20:00:00,APAC,63.96906889688577,Medium
E0333,HAM-JKT,Hamburg,Jakarta,15.81,80.76,18.48,2026-01-14T21:00:00,LATAM,56.52547193227747,Medium
E0334,MUM-DXB,Mumbai,Dubai,14.31,89.43,63.43,2026-01-14T22:00:00,EMEA,49.41928602488841,Medium
E0335,SHA-HKG,Shanghai,Hong Kong,72.34,78.75,30.7,2026-01-14T23:00:00,unknown,64.31304255952317,Medium
E0336,SHA-HKG,Shanghai,Hong Kong,85.99,5.72,10.8,2026-01-15T00:00:00,APAC,63.04219610812879,Medium
E0337,LAX-SIN,Los Angeles,Singapore,6.94,81.57,48.18,2026-01-15T01:00:00,EMEA,37.202936223449015,Medium
E0338,HAM-JKT,Hamburg,Jakarta,10.53,74.71,26.72,2026-01-15T02:00:00,EMEA,51.5687344240714,Medium
E0339,RTM-NYC,Rotterdam,New York,56.47,93.25,26.51,2026-01-15T03:00:00,LATAM,62.7168982823528,Medium
E0340,SGP-SZX,Singapore,Shenzhen,41.76,35.76,68.28,2026-01-15T04:00:00,unknown,45.52509734050939,Medium
E0341,SHA-HKG,Shanghai,Hong Kong,20.7,58.01,65.26,2026-01-15T05:00:00,LATAM,32.49361895056703,Medium
E0342,LAX-SIN,Los Angeles,Singapore,97.96,29.18,33.18,2026-01-15T06:00:00,APAC,72.6692036886362,High
E0343,SHA-HKG,Shanghai,Hong Kong,49.26,73.92,89.07,2026-01-15T07:00:00,EMEA,50.46676264127645,Medium
E0344,MUM-DXB,Mumbai,Dubai,61.75,46.91,95.7,2026-01-15T08:00:00,EMEA,43.32023006699531,Medium
E0345,LAX-SIN,Los Angeles,Singapore,64.42,92.93,42.76,2026-01-15T09:00:00,LATAM,71.8288615694432,High
E0346,SHA-HKG,Shanghai,Hong Kong,57.59,85.04,8.06,2026-01-15T10:00:00,EMEA,76.32822258474629,High
E0347,LAX-SIN,Los Angeles,Singapore,35.02,32.03,65.65,2026-01-15T11:00:00,LATAM,43.042405942259954,Medium
E0348,HAM-JKT,Hamburg,Jakarta,27.48,64.82,27.85,2026-01-15T12:00:00,unknown,47.66125030758781,Medium
E0349,MUM-DXB,Mumbai,Dubai,78.32,93.94,75.04,2026-01-15T13:00:00,LATAM,65.98813843037462,Medium
E0350,SHA-HKG,Shanghai,Hong Kong,96.59,41.98,19.2,2026-01-15T14:00:00,unknown,65.92723796346601,Medium
E0351,SGP-SZX,Singapore,Shenzhen,13.38,24.23,25.91,2026-01-15T15:00:00,unknown,38.50548550036182,Medium
E0352,HAM-JKT,Hamburg,Jakarta,70.37,8.93,17.52,2026-01-15T16:00:00,unknown,50.05136956139183,Medium
E0353,SGP-SZX,Singapore,Shenzhen,10.46,93.74,47.85,2026-01-15T17:00:00,unknown,48.607759172086624,Medium
E0354,SGP-SZX,Singapore,Shenzhen,3.61,40.3,76.73,2026-01-15T18:00:00,APAC,25.742457710507743,Low
E0355,SGP-SZX,Singapore,Shenzhen,11.29,62.19,9.35,2026-01-15T19:00:00,EMEA,49.15127729471841,Medium
E0356,MUM-DXB,Mumbai,Dubai,31.63,25.49,29.13,2026-01-15T20:00:00,EMEA,42.99997663269684,Medium
E0357,HAM-JKT,Hamburg,Jakarta,13.51,53.15,17.89,2026-01-15T21:00:00,EMEA,50.002350850098814,Medium
E0358,SGP-SZX,Singapore,Shenzhen,66.69,86.18,33.19,2026-01-15T22:00:00,APAC,73.577670747681,High
E0359,MUM-DXB,Mumbai,Dubai,47.25,87.22,93.55,2026-01-15T23:00:00,LATAM,47.33729823363144,Medium
E0360,SHA-HKG,Shanghai,Hong Kong,45.04,96.98,70.06,2026-01-16T00:00:00,unknown,56.48790162283918,Medium
E0361,LAX-SIN,Los Angeles,Singapore,59.49,46.2,75.14,2026-01-16T01:00:00,EMEA,52.55504353535153,Medium
E0362,SHA-HKG,Shanghai,Hong Kong,44.06,64.34,53.84,2026-01-16T02:00:00,LATAM,44.84200382751684,Medium
E0363,RTM-NYC,Rotterdam,New York,48.68,23.49,9.87,2026-01-16T03:00:00,LATAM,47.19955348850166,Medium
E0364,RTM-NYC,Rotterdam,New York,37.21,26.72,31.05,2026-01-16T04:00:00,APAC,38.256635178661526,Medium
E0365,SGP-SZX,Singapore,Shenzhen,52.81,76.07,14.49,2026-01-16T05:00:00,unknown,68.74644927560792,Medium
E0366,RTM-NYC,Rotterdam,New York,47.45,1.82,92.29,2026-01-16T06:00:00,LATAM,25.26912451185569,Low
E0367,MUM-DXB,Mumbai,Dubai,30.66,76.82,80.0,2026-01-16T07:00:00,unknown,46.55082124212765,Medium
E0368,SHA-HKG,Shanghai,Hong Kong,23.89,1.71,37.99,2026-01-16T08:00:00,EMEA,34.35997119962889,Medium
E0369,MUM-DXB,Mumbai,Dubai,88.33,44.27,25.74,2026-01-16T09:00:00,unknown,65.55256637492357,Medium
E0370,HAM-JKT,Hamburg,Jakarta,73.97,39.58,38.46,2026-01-16T10:00:00,LATAM,64.64499821042303,Medium
E0371,RTM-NYC,Rotterdam,New York,8.84,62.91,52.14,2026-01-16T11:00:00,LATAM,42.22448220605978,Medium
E0372,SHA-HKG,Shanghai,Hong Kong,80.95,68.78,29.18,2026-01-16T12:00:00,unknown,67.29052411365264,Medium
E0373,HAM-JKT,Hamburg,Jakarta,53.66,27.61,19.61,2026-01-16T13:00:00,LATAM,51.24388026658081,Medium
E0374,SGP-SZX,Singapore,Shenzhen,19.06,29.67,64.05,2026-01-16T14:00:00,APAC,27.792599703063942,Low
E0375,SHA-HKG,Shanghai,Hong Kong,45.82,70.35,49.71,2026-01-16T15:00:00,EMEA,48.56117472937499,Medium
E0376,RTM-NYC,Rotterdam,New York,2.92,5.91,53.96,2026-01-16T16:00:00,LATAM,16.226250588132874,Low
E0377,LAX-SIN,Los Angeles,Singapore,97.26,28.93,13.38,2026-01-16T17:00:00,EMEA,76.97041195063616,High
E0378,MUM-DXB,Mumbai,Dubai,72.98,24.05,15.92,2026-01-16T18:00:00,unknown,59.1440605579813,Medium
E0379,MUM-DXB,Mumbai,Dubai,22.5,42.6,78.79,2026-01-16T19:00:00,EMEA,29.577297341661144,Low
E0380,MUM-DXB,Mumbai,Dubai,99.8,46.9,79.35,2026-01-16T20:00:00,LATAM,62.76278563016067,Medium
E0381,RTM-NYC,Rotterdam,New York,8.94,75.31,15.46,2026-01-16T21:00:00,EMEA,51.386395978793495,Medium
E0382,RTM-NYC,Rotterdam,New York,77.79,8.07,47.54,2026-01-16T22:00:00,unknown,56.40109980257694,Medium
E0383,LAX-SIN,Los Angeles,Singapore,89.67,25.76,38.78,2026-01-16T23:00:00,APAC,64.83402240864088,Medium
E0384,SGP-SZX,Singapore,Shenzhen,13.07,77.05,25.65,2026-01-17T00:00:00,APAC,49.6150434618681,Medium
E0385,MUM-DXB,Mumbai,Dubai,25.47,99.46,20.72,2026-01-17T01:00:00,EMEA,59.24489210221239,Medium
E0386,HAM-JKT,Hamburg,Jakarta,77.33,52.59,98.23,2026-01-17T02:00:00,unknown,55.454973173864815,Medium
E0387,MUM-DXB,Mumbai,Dubai,39.52,96.16,93.69,2026-01-17T03:00:00,LATAM,50.215903540054654,Medium
E0388,LAX-SIN,Los Angeles,Singapore,63.29,5.18,93.8,2026-01-17T04:00:00,unknown,39.26441990005762,Medium
E0389,SHA-HKG,Shanghai,Hong Kong,13.09,48.64,30.58,2026-01-17T05:00:00,EMEA,35.87367865825562,Medium
E0390,RTM-NYC,Rotterdam,New York,88.86,86.5,22.56,2026-01-17T06:00:00,LATAM,84.84400518786174,High
E0391,SGP-SZX,Singapore,Shenzhen,24.36,43.98,2.49,2026-01-17T07:00:00,EMEA,53.45460825986811,Medium
E0392,RTM-NYC,Rotterdam,New York,58.88,40.19,25.07,2026-01-17T08:00:00,APAC,51.21682517502669,Medium
E0393,SGP-SZX,Singapore,Shenzhen,58.53,69.38,69.15,2026-01-17T09:00:00,EMEA,54.36686999953831,Medium
E0394,LAX-SIN,Los Angeles,Singapore,37.77,9.86,16.61,2026-01-17T10:00:00,EMEA,46.823445476581725,Medium
E0395,SGP-SZX,Singapore,Shenzhen,68.91,34.5,97.0,2026-01-17T11:00:00,APAC,33.67804028832904,Medium
E0396,HAM-JKT,Hamburg,Jakarta,6.95,36.2,16.24,2026-01-17T12:00:00,unknown,39.237269427626195,Medium
E0397,SHA-HKG,Shanghai,Hong Kong,79.36,13.46,24.03,2026-01-17T13:00:00,LATAM,62.514492667944815,Medium
E0398,SHA-HKG,Shanghai,Hong Kong,79.07,75.91,80.75,2026-01-17T14:00:00,LATAM,55.89488538016134,Medium
